Country,MetricYear,Value,Organism,Drug
Finland,N_2012,,Enterococcus faecalis,gentamicin
United Kingdom,N_2012,135.0,Enterococcus faecalis,gentamicin
Cyprus,%R_2012,10.4,Enterococcus faecalis,gentamicin
Norway,%R_2012,30.1,Enterococcus faecalis,gentamicin
France,%R_2012,16.7,Enterococcus faecalis,gentamicin
Sweden,%R_2012,14.8,Enterococcus faecalis,gentamicin
Belgium,%R_2012,24.6,Enterococcus faecalis,gentamicin
Greece,%R_2012,28.3,Enterococcus faecalis,gentamicin
Iceland,%R_2012,11.8,Enterococcus faecalis,gentamicin
Luxembourg,%R_2012,22.2,Enterococcus faecalis,gentamicin
Netherlands,%R_2012,30.7,Enterococcus faecalis,gentamicin
Denmark,%R_2012,27.7,Enterococcus faecalis,gentamicin
Estonia,%R_2012,42.1,Enterococcus faecalis,gentamicin
Malta,%R_2012,40.0,Enterococcus faecalis,gentamicin
Ireland,%R_2012,32.6,Enterococcus faecalis,gentamicin
Germany,%R_2012,35.6,Enterococcus faecalis,gentamicin
Slovenia,%R_2012,34.9,Enterococcus faecalis,gentamicin
Portugal,%R_2012,42.9,Enterococcus faecalis,gentamicin
Austria,%R_2012,29.2,Enterococcus faecalis,gentamicin
Croatia,%R_2012,37.5,Enterococcus faecalis,gentamicin
Latvia,%R_2012,29.1,Enterococcus faecalis,gentamicin
Czech Republic,%R_2012,41.7,Enterococcus faecalis,gentamicin
Spain,%R_2012,38.3,Enterococcus faecalis,gentamicin
Bulgaria,%R_2012,38.5,Enterococcus faecalis,gentamicin
Lithuania,%R_2012,50.8,Enterococcus faecalis,gentamicin
Hungary,%R_2012,56.2,Enterococcus faecalis,gentamicin
Poland,%R_2012,45.9,Enterococcus faecalis,gentamicin
Italy,%R_2012,50.8,Enterococcus faecalis,gentamicin
Finland,%R_2012,,Enterococcus faecalis,gentamicin
United Kingdom,%R_2012,29.6,Enterococcus faecalis,gentamicin
Cyprus,N_2013,67.0,Enterococcus faecalis,gentamicin
Norway,N_2013,168.0,Enterococcus faecalis,gentamicin
France,N_2013,1639.0,Enterococcus faecalis,gentamicin
Sweden,N_2013,605.0,Enterococcus faecalis,gentamicin
Belgium,N_2013,398.0,Enterococcus faecalis,gentamicin
Greece,N_2013,548.0,Enterococcus faecalis,gentamicin
Iceland,N_2013,15.0,Enterococcus faecalis,gentamicin
Luxembourg,N_2013,36.0,Enterococcus faecalis,gentamicin
Netherlands,N_2013,279.0,Enterococcus faecalis,gentamicin
Denmark,N_2013,48.0,Enterococcus faecalis,gentamicin
Estonia,N_2013,10.0,Enterococcus faecalis,gentamicin
Malta,N_2013,31.0,Enterococcus faecalis,gentamicin
Ireland,N_2013,277.0,Enterococcus faecalis,gentamicin
Germany,N_2013,836.0,Enterococcus faecalis,gentamicin
Slovenia,N_2013,146.0,Enterococcus faecalis,gentamicin
Portugal,N_2013,545.0,Enterococcus faecalis,gentamicin
Austria,N_2013,503.0,Enterococcus faecalis,gentamicin
Croatia,N_2013,167.0,Enterococcus faecalis,gentamicin
Latvia,N_2013,54.0,Enterococcus faecalis,gentamicin
Czech Republic,N_2013,603.0,Enterococcus faecalis,gentamicin
Spain,N_2013,899.0,Enterococcus faecalis,gentamicin
Bulgaria,N_2013,102.0,Enterococcus faecalis,gentamicin
Lithuania,N_2013,44.0,Enterococcus faecalis,gentamicin
Hungary,N_2013,602.0,Enterococcus faecalis,gentamicin
Poland,N_2013,184.0,Enterococcus faecalis,gentamicin
Italy,N_2013,584.0,Enterococcus faecalis,gentamicin
Finland,N_2013,,Enterococcus faecalis,gentamicin
United Kingdom,N_2013,136.0,Enterococcus faecalis,gentamicin
Cyprus,%R_2013,26.9,Enterococcus faecalis,gentamicin
Norway,%R_2013,26.8,Enterococcus faecalis,gentamicin
France,%R_2013,14.7,Enterococcus faecalis,gentamicin
Sweden,%R_2013,16.4,Enterococcus faecalis,gentamicin
Belgium,%R_2013,27.6,Enterococcus faecalis,gentamicin
Greece,%R_2013,23.5,Enterococcus faecalis,gentamicin
Iceland,%R_2013,33.3,Enterococcus faecalis,gentamicin
Luxembourg,%R_2013,27.8,Enterococcus faecalis,gentamicin
Netherlands,%R_2013,26.9,Enterococcus faecalis,gentamicin
Denmark,%R_2013,27.1,Enterococcus faecalis,gentamicin
Estonia,%R_2013,20.0,Enterococcus faecalis,gentamicin
Malta,%R_2013,29.0,Enterococcus faecalis,gentamicin
Ireland,%R_2013,32.1,Enterococcus faecalis,gentamicin
Germany,%R_2013,39.7,Enterococcus faecalis,gentamicin
Slovenia,%R_2013,32.2,Enterococcus faecalis,gentamicin
Portugal,%R_2013,37.2,Enterococcus faecalis,gentamicin
Austria,%R_2013,31.4,Enterococcus faecalis,gentamicin
Croatia,%R_2013,34.7,Enterococcus faecalis,gentamicin
Latvia,%R_2013,61.1,Enterococcus faecalis,gentamicin
Czech Republic,%R_2013,40.0,Enterococcus faecalis,gentamicin
Spain,%R_2013,42.6,Enterococcus faecalis,gentamicin
Bulgaria,%R_2013,47.1,Enterococcus faecalis,gentamicin
Lithuania,%R_2013,54.5,Enterococcus faecalis,gentamicin
Hungary,%R_2013,51.7,Enterococcus faecalis,gentamicin
Poland,%R_2013,45.1,Enterococcus faecalis,gentamicin
Italy,%R_2013,46.2,Enterococcus faecalis,gentamicin
Finland,%R_2013,,Enterococcus faecalis,gentamicin
United Kingdom,%R_2013,30.9,Enterococcus faecalis,gentamicin
Cyprus,N_2014,80.0,Enterococcus faecalis,gentamicin
Norway,N_2014,270.0,Enterococcus faecalis,gentamicin
France,N_2014,1741.0,Enterococcus faecalis,gentamicin
Sweden,N_2014,723.0,Enterococcus faecalis,gentamicin
Belgium,N_2014,170.0,Enterococcus faecalis,gentamicin
Greece,N_2014,407.0,Enterococcus faecalis,gentamicin
Iceland,N_2014,12.0,Enterococcus faecalis,gentamicin
Luxembourg,N_2014,39.0,Enterococcus faecalis,gentamicin
Netherlands,N_2014,403.0,Enterococcus faecalis,gentamicin
Denmark,N_2014,60.0,Enterococcus faecalis,gentamicin
Estonia,N_2014,19.0,Enterococcus faecalis,gentamicin
Malta,N_2014,28.0,Enterococcus faecalis,gentamicin
Ireland,N_2014,290.0,Enterococcus faecalis,gentamicin
Germany,N_2014,903.0,Enterococcus faecalis,gentamicin
Slovenia,N_2014,119.0,Enterococcus faecalis,gentamicin
Portugal,N_2014,607.0,Enterococcus faecalis,gentamicin
Austria,N_2014,421.0,Enterococcus faecalis,gentamicin
Croatia,N_2014,149.0,Enterococcus faecalis,gentamicin
Latvia,N_2014,13.0,Enterococcus faecalis,gentamicin
Czech Republic,N_2014,525.0,Enterococcus faecalis,gentamicin
Spain,N_2014,970.0,Enterococcus faecalis,gentamicin
Bulgaria,N_2014,105.0,Enterococcus faecalis,gentamicin
Lithuania,N_2014,65.0,Enterococcus faecalis,gentamicin
Hungary,N_2014,659.0,Enterococcus faecalis,gentamicin
Poland,N_2014,148.0,Enterococcus faecalis,gentamicin
Italy,N_2014,516.0,Enterococcus faecalis,gentamicin
Finland,N_2014,,Enterococcus faecalis,gentamicin
United Kingdom,N_2014,,Enterococcus faecalis,gentamicin
Cyprus,%R_2014,17.5,Enterococcus faecalis,gentamicin
Norway,%R_2014,20.7,Enterococcus faecalis,gentamicin
France,%R_2014,13.7,Enterococcus faecalis,gentamicin
Sweden,%R_2014,15.8,Enterococcus faecalis,gentamicin
Belgium,%R_2014,22.9,Enterococcus faecalis,gentamicin
Greece,%R_2014,20.1,Enterococcus faecalis,gentamicin
Iceland,%R_2014,8.3,Enterococcus faecalis,gentamicin
Luxembourg,%R_2014,30.8,Enterococcus faecalis,gentamicin
Netherlands,%R_2014,28.8,Enterococcus faecalis,gentamicin
Denmark,%R_2014,30.0,Enterococcus faecalis,gentamicin
Estonia,%R_2014,36.8,Enterococcus faecalis,gentamicin
Malta,%R_2014,25.0,Enterococcus faecalis,gentamicin
Ireland,%R_2014,31.4,Enterococcus faecalis,gentamicin
Germany,%R_2014,33.6,Enterococcus faecalis,gentamicin
Slovenia,%R_2014,36.1,Enterococcus faecalis,gentamicin
Portugal,%R_2014,32.6,Enterococcus faecalis,gentamicin
Austria,%R_2014,37.1,Enterococcus faecalis,gentamicin
Croatia,%R_2014,32.9,Enterococcus faecalis,gentamicin
Latvia,%R_2014,46.2,Enterococcus faecalis,gentamicin
Czech Republic,%R_2014,38.7,Enterococcus faecalis,gentamicin
Spain,%R_2014,38.9,Enterococcus faecalis,gentamicin
Bulgaria,%R_2014,40.0,Enterococcus faecalis,gentamicin
Lithuania,%R_2014,29.2,Enterococcus faecalis,gentamicin
Hungary,%R_2014,49.8,Enterococcus faecalis,gentamicin
Poland,%R_2014,43.9,Enterococcus faecalis,gentamicin
Italy,%R_2014,55.2,Enterococcus faecalis,gentamicin
Finland,%R_2014,,Enterococcus faecalis,gentamicin
United Kingdom,%R_2014,,Enterococcus faecalis,gentamicin
Cyprus,N_2015,58.0,Enterococcus faecalis,gentamicin
Norway,N_2015,163.0,Enterococcus faecalis,gentamicin
France,N_2015,1097.0,Enterococcus faecalis,gentamicin
Sweden,N_2015,579.0,Enterococcus faecalis,gentamicin
Belgium,N_2015,249.0,Enterococcus faecalis,gentamicin
Greece,N_2015,460.0,Enterococcus faecalis,gentamicin
Iceland,N_2015,21.0,Enterococcus faecalis,gentamicin
Luxembourg,N_2015,56.0,Enterococcus faecalis,gentamicin
Netherlands,N_2015,343.0,Enterococcus faecalis,gentamicin
Denmark,N_2015,63.0,Enterococcus faecalis,gentamicin
Estonia,N_2015,26.0,Enterococcus faecalis,gentamicin
Malta,N_2015,29.0,Enterococcus faecalis,gentamicin
Ireland,N_2015,261.0,Enterococcus faecalis,gentamicin
Germany,N_2015,1249.0,Enterococcus faecalis,gentamicin
Slovenia,N_2015,133.0,Enterococcus faecalis,gentamicin
Portugal,N_2015,872.0,Enterococcus faecalis,gentamicin
Austria,N_2015,501.0,Enterococcus faecalis,gentamicin
Croatia,N_2015,203.0,Enterococcus faecalis,gentamicin
Latvia,N_2015,58.0,Enterococcus faecalis,gentamicin
Czech Republic,N_2015,544.0,Enterococcus faecalis,gentamicin
Spain,N_2015,936.0,Enterococcus faecalis,gentamicin
Bulgaria,N_2015,100.0,Enterococcus faecalis,gentamicin
Lithuania,N_2015,63.0,Enterococcus faecalis,gentamicin
Hungary,N_2015,730.0,Enterococcus faecalis,gentamicin
Poland,N_2015,388.0,Enterococcus faecalis,gentamicin
Italy,N_2015,1249.0,Enterococcus faecalis,gentamicin
Finland,N_2015,,Enterococcus faecalis,gentamicin
United Kingdom,N_2015,,Enterococcus faecalis,gentamicin
Cyprus,%R_2015,8.6,Enterococcus faecalis,gentamicin
Norway,%R_2015,9.8,Enterococcus faecalis,gentamicin
France,%R_2015,12.2,Enterococcus faecalis,gentamicin
Sweden,%R_2015,12.6,Enterococcus faecalis,gentamicin
Belgium,%R_2015,13.3,Enterococcus faecalis,gentamicin
Greece,%R_2015,13.3,Enterococcus faecalis,gentamicin
Iceland,%R_2015,14.3,Enterococcus faecalis,gentamicin
Luxembourg,%R_2015,14.3,Enterococcus faecalis,gentamicin
Netherlands,%R_2015,23.0,Enterococcus faecalis,gentamicin
Denmark,%R_2015,25.4,Enterococcus faecalis,gentamicin
Estonia,%R_2015,26.9,Enterococcus faecalis,gentamicin
Malta,%R_2015,27.6,Enterococcus faecalis,gentamicin
Ireland,%R_2015,28.0,Enterococcus faecalis,gentamicin
Germany,%R_2015,31.1,Enterococcus faecalis,gentamicin
Slovenia,%R_2015,32.3,Enterococcus faecalis,gentamicin
Portugal,%R_2015,33.3,Enterococcus faecalis,gentamicin
Austria,%R_2015,33.7,Enterococcus faecalis,gentamicin
Croatia,%R_2015,35.5,Enterococcus faecalis,gentamicin
Latvia,%R_2015,36.2,Enterococcus faecalis,gentamicin
Czech Republic,%R_2015,38.8,Enterococcus faecalis,gentamicin
Spain,%R_2015,40.0,Enterococcus faecalis,gentamicin
Bulgaria,%R_2015,42.0,Enterococcus faecalis,gentamicin
Lithuania,%R_2015,44.4,Enterococcus faecalis,gentamicin
Hungary,%R_2015,45.5,Enterococcus faecalis,gentamicin
Poland,%R_2015,46.4,Enterococcus faecalis,gentamicin
Italy,%R_2015,47.8,Enterococcus faecalis,gentamicin
Finland,%R_2015,,Enterococcus faecalis,gentamicin
United Kingdom,%R_2015,,Enterococcus faecalis,gentamicin
Estonia,N_2012,40.0,Enterococcus faecium,vancomycin
Iceland,N_2012,12.0,Enterococcus faecium,vancomycin
Luxembourg,N_2012,20.0,Enterococcus faecium,vancomycin
Norway,N_2012,168.0,Enterococcus faecium,vancomycin
Sweden,N_2012,404.0,Enterococcus faecium,vancomycin
Finland,N_2012,274.0,Enterococcus faecium,vancomycin
Belgium,N_2012,212.0,Enterococcus faecium,vancomycin
France,N_2012,614.0,Enterococcus faecium,vancomycin
Netherlands,N_2012,484.0,Enterococcus faecium,vancomycin
Spain,N_2012,537.0,Enterococcus faecium,vancomycin
Austria,N_2012,376.0,Enterococcus faecium,vancomycin
Denmark,N_2012,593.0,Enterococcus faecium,vancomycin
Slovenia,N_2012,95.0,Enterococcus faecium,vancomycin
Czech Republic,N_2012,262.0,Enterococcus faecium,vancomycin
Germany,N_2012,647.0,Enterococcus faecium,vancomycin
Italy,N_2012,435.0,Enterococcus faecium,vancomycin
Bulgaria,N_2012,42.0,Enterococcus faecium,vancomycin
Slovakia,N_2012,82.0,Enterococcus faecium,vancomycin
Hungary,N_2012,142.0,Enterococcus faecium,vancomycin
United Kingdom,N_2012,362.0,Enterococcus faecium,vancomycin
Lithuania,N_2012,37.0,Enterococcus faecium,vancomycin
Latvia,N_2012,18.0,Enterococcus faecium,vancomycin
Poland,N_2012,157.0,Enterococcus faecium,vancomycin
Greece,N_2012,418.0,Enterococcus faecium,vancomycin
Portugal,N_2012,257.0,Enterococcus faecium,vancomycin
Croatia,N_2012,60.0,Enterococcus faecium,vancomycin
Cyprus,N_2012,29.0,Enterococcus faecium,vancomycin
Ireland,N_2012,386.0,Enterococcus faecium,vancomycin
Malta,N_2012,6.0,Enterococcus faecium,vancomycin
Estonia,%R_2012,0.0,Enterococcus faecium,vancomycin
Iceland,%R_2012,0.0,Enterococcus faecium,vancomycin
Luxembourg,%R_2012,0.0,Enterococcus faecium,vancomycin
Norway,%R_2012,0.6,Enterococcus faecium,vancomycin
Sweden,%R_2012,0.0,Enterococcus faecium,vancomycin
Finland,%R_2012,0.7,Enterococcus faecium,vancomycin
Belgium,%R_2012,1.4,Enterococcus faecium,vancomycin
France,%R_2012,0.8,Enterococcus faecium,vancomycin
Netherlands,%R_2012,0.0,Enterococcus faecium,vancomycin
Spain,%R_2012,1.5,Enterococcus faecium,vancomycin
Austria,%R_2012,3.2,Enterococcus faecium,vancomycin
Denmark,%R_2012,2.0,Enterococcus faecium,vancomycin
Slovenia,%R_2012,0.0,Enterococcus faecium,vancomycin
Czech Republic,%R_2012,11.5,Enterococcus faecium,vancomycin
Germany,%R_2012,16.2,Enterococcus faecium,vancomycin
Italy,%R_2012,6.0,Enterococcus faecium,vancomycin
Bulgaria,%R_2012,0.0,Enterococcus faecium,vancomycin
Slovakia,%R_2012,4.9,Enterococcus faecium,vancomycin
Hungary,%R_2012,3.5,Enterococcus faecium,vancomycin
United Kingdom,%R_2012,13.3,Enterococcus faecium,vancomycin
Lithuania,%R_2012,5.4,Enterococcus faecium,vancomycin
Latvia,%R_2012,5.6,Enterococcus faecium,vancomycin
Poland,%R_2012,8.3,Enterococcus faecium,vancomycin
Greece,%R_2012,17.2,Enterococcus faecium,vancomycin
Portugal,%R_2012,23.3,Enterococcus faecium,vancomycin
Croatia,%R_2012,0.0,Enterococcus faecium,vancomycin
Cyprus,%R_2012,10.3,Enterococcus faecium,vancomycin
Ireland,%R_2012,44.0,Enterococcus faecium,vancomycin
Malta,%R_2012,,Enterococcus faecium,vancomycin
Estonia,N_2013,40.0,Enterococcus faecium,vancomycin
Iceland,N_2013,17.0,Enterococcus faecium,vancomycin
Luxembourg,N_2013,19.0,Enterococcus faecium,vancomycin
Norway,N_2013,211.0,Enterococcus faecium,vancomycin
Sweden,N_2013,575.0,Enterococcus faecium,vancomycin
Finland,N_2013,304.0,Enterococcus faecium,vancomycin
Belgium,N_2013,235.0,Enterococcus faecium,vancomycin
France,N_2013,733.0,Enterococcus faecium,vancomycin
Netherlands,N_2013,439.0,Enterococcus faecium,vancomycin
Spain,N_2013,553.0,Enterococcus faecium,vancomycin
Austria,N_2013,437.0,Enterococcus faecium,vancomycin
Denmark,N_2013,644.0,Enterococcus faecium,vancomycin
Slovenia,N_2013,102.0,Enterococcus faecium,vancomycin
Czech Republic,N_2013,268.0,Enterococcus faecium,vancomycin
Germany,N_2013,855.0,Enterococcus faecium,vancomycin
Italy,N_2013,563.0,Enterococcus faecium,vancomycin
Bulgaria,N_2013,44.0,Enterococcus faecium,vancomycin
Slovakia,N_2013,132.0,Enterococcus faecium,vancomycin
Hungary,N_2013,210.0,Enterococcus faecium,vancomycin
United Kingdom,N_2013,442.0,Enterococcus faecium,vancomycin
Lithuania,N_2013,25.0,Enterococcus faecium,vancomycin
Latvia,N_2013,25.0,Enterococcus faecium,vancomycin
Poland,N_2013,173.0,Enterococcus faecium,vancomycin
Greece,N_2013,345.0,Enterococcus faecium,vancomycin
Portugal,N_2013,350.0,Enterococcus faecium,vancomycin
Croatia,N_2013,74.0,Enterococcus faecium,vancomycin
Cyprus,N_2013,30.0,Enterococcus faecium,vancomycin
Ireland,N_2013,398.0,Enterococcus faecium,vancomycin
Malta,N_2013,10.0,Enterococcus faecium,vancomycin
Estonia,%R_2013,0.0,Enterococcus faecium,vancomycin
Iceland,%R_2013,5.9,Enterococcus faecium,vancomycin
Luxembourg,%R_2013,5.3,Enterococcus faecium,vancomycin
Norway,%R_2013,2.4,Enterococcus faecium,vancomycin
Sweden,%R_2013,0.0,Enterococcus faecium,vancomycin
Finland,%R_2013,0.3,Enterococcus faecium,vancomycin
Belgium,%R_2013,1.7,Enterococcus faecium,vancomycin
France,%R_2013,0.1,Enterococcus faecium,vancomycin
Netherlands,%R_2013,0.5,Enterococcus faecium,vancomycin
Spain,%R_2013,0.9,Enterococcus faecium,vancomycin
Austria,%R_2013,5.9,Enterococcus faecium,vancomycin
Denmark,%R_2013,3.4,Enterococcus faecium,vancomycin
Slovenia,%R_2013,1.0,Enterococcus faecium,vancomycin
Czech Republic,%R_2013,9.0,Enterococcus faecium,vancomycin
Germany,%R_2013,14.6,Enterococcus faecium,vancomycin
Italy,%R_2013,4.4,Enterococcus faecium,vancomycin
Bulgaria,%R_2013,2.3,Enterococcus faecium,vancomycin
Slovakia,%R_2013,7.6,Enterococcus faecium,vancomycin
Hungary,%R_2013,7.1,Enterococcus faecium,vancomycin
United Kingdom,%R_2013,23.3,Enterococcus faecium,vancomycin
Lithuania,%R_2013,0.0,Enterococcus faecium,vancomycin
