Country,Value,Metric,Year,Organism,Drug
Slovenia,1224.0,N,2013,Escherichia coli,carbapenems
Austria,4257.0,N,2013,Escherichia coli,carbapenems
Denmark,2832.0,N,2013,Escherichia coli,carbapenems
France,9585.0,N,2013,Escherichia coli,carbapenems
Germany,5333.0,N,2013,Escherichia coli,carbapenems
Ireland,2476.0,N,2013,Escherichia coli,carbapenems
Netherlands,4726.0,N,2013,Escherichia coli,carbapenems
Norway,3079.0,N,2013,Escherichia coli,carbapenems
Spain,5921.0,N,2013,Escherichia coli,carbapenems
Poland,938.0,N,2013,Escherichia coli,carbapenems
Portugal,2668.0,N,2013,Escherichia coli,carbapenems
Sweden,7347.0,N,2013,Escherichia coli,carbapenems
Italy,3989.0,N,2013,Escherichia coli,carbapenems
United Kingdom,6251.0,N,2013,Escherichia coli,carbapenems
Greece,1256.0,N,2013,Escherichia coli,carbapenems
Belgium,,%R,2013,Escherichia coli,carbapenems
Bulgaria,2.8,%R,2013,Escherichia coli,carbapenems
Croatia,0.0,%R,2013,Escherichia coli,carbapenems
Cyprus,0.0,%R,2013,Escherichia coli,carbapenems
Czech Republic,0.0,%R,2013,Escherichia coli,carbapenems
Estonia,0.0,%R,2013,Escherichia coli,carbapenems
Finland,0.0,%R,2013,Escherichia coli,carbapenems
Hungary,0.1,%R,2013,Escherichia coli,carbapenems
Iceland,0.0,%R,2013,Escherichia coli,carbapenems
Latvia,0.0,%R,2013,Escherichia coli,carbapenems
Lithuania,0.0,%R,2013,Escherichia coli,carbapenems
Luxembourg,0.0,%R,2013,Escherichia coli,carbapenems
Malta,0.0,%R,2013,Escherichia coli,carbapenems
Slovakia,0.0,%R,2013,Escherichia coli,carbapenems
Slovenia,0.1,%R,2013,Escherichia coli,carbapenems
Austria,,%R,2013,Escherichia coli,carbapenems
Denmark,,%R,2013,Escherichia coli,carbapenems
France,0.1,%R,2013,Escherichia coli,carbapenems
Germany,0.1,%R,2013,Escherichia coli,carbapenems
Ireland,,%R,2013,Escherichia coli,carbapenems
Netherlands,,%R,2013,Escherichia coli,carbapenems
Norway,0.1,%R,2013,Escherichia coli,carbapenems
Spain,0.7,%R,2013,Escherichia coli,carbapenems
Poland,0.0,%R,2013,Escherichia coli,carbapenems
Portugal,0.1,%R,2013,Escherichia coli,carbapenems
Sweden,,%R,2013,Escherichia coli,carbapenems
Italy,0.6,%R,2013,Escherichia coli,carbapenems
United Kingdom,,%R,2013,Escherichia coli,carbapenems
Greece,1.4,%R,2013,Escherichia coli,carbapenems
Belgium,2614.0,N,2014,Escherichia coli,carbapenems
Bulgaria,197.0,N,2014,Escherichia coli,carbapenems
Croatia,1079.0,N,2014,Escherichia coli,carbapenems
Cyprus,153.0,N,2014,Escherichia coli,carbapenems
Czech Republic,1702.0,N,2014,Escherichia coli,carbapenems
Estonia,254.0,N,2014,Escherichia coli,carbapenems
Finland,4013.0,N,2014,Escherichia coli,carbapenems
Hungary,1517.0,N,2014,Escherichia coli,carbapenems
Iceland,140.0,N,2014,Escherichia coli,carbapenems
Latvia,182.0,N,2014,Escherichia coli,carbapenems
Lithuania,593.0,N,2014,Escherichia coli,carbapenems
Luxembourg,368.0,N,2014,Escherichia coli,carbapenems
Malta,279.0,N,2014,Escherichia coli,carbapenems
Slovakia,820.0,N,2014,Escherichia coli,carbapenems
Slovenia,1216.0,N,2014,Escherichia coli,carbapenems
Austria,4600.0,N,2014,Escherichia coli,carbapenems
Denmark,3946.0,N,2014,Escherichia coli,carbapenems
France,9693.0,N,2014,Escherichia coli,carbapenems
Germany,6247.0,N,2014,Escherichia coli,carbapenems
Ireland,2697.0,N,2014,Escherichia coli,carbapenems
Netherlands,6475.0,N,2014,Escherichia coli,carbapenems
Norway,3420.0,N,2014,Escherichia coli,carbapenems
Spain,5817.0,N,2014,Escherichia coli,carbapenems
Poland,979.0,N,2014,Escherichia coli,carbapenems
Portugal,4998.0,N,2014,Escherichia coli,carbapenems
Sweden,6298.0,N,2014,Escherichia coli,carbapenems
Italy,3696.0,N,2014,Escherichia coli,carbapenems
United Kingdom,6367.0,N,2014,Escherichia coli,carbapenems
Greece,1122.0,N,2014,Escherichia coli,carbapenems
Belgium,,%R,2014,Escherichia coli,carbapenems
Bulgaria,0.5,%R,2014,Escherichia coli,carbapenems
Croatia,0.0,%R,2014,Escherichia coli,carbapenems
Cyprus,0.0,%R,2014,Escherichia coli,carbapenems
Czech Republic,0.0,%R,2014,Escherichia coli,carbapenems
Estonia,0.0,%R,2014,Escherichia coli,carbapenems
Finland,0.0,%R,2014,Escherichia coli,carbapenems
Hungary,0.0,%R,2014,Escherichia coli,carbapenems
Iceland,0.0,%R,2014,Escherichia coli,carbapenems
Latvia,0.0,%R,2014,Escherichia coli,carbapenems
Lithuania,0.0,%R,2014,Escherichia coli,carbapenems
Luxembourg,0.3,%R,2014,Escherichia coli,carbapenems
Malta,0.0,%R,2014,Escherichia coli,carbapenems
Slovakia,0.0,%R,2014,Escherichia coli,carbapenems
Slovenia,0.0,%R,2014,Escherichia coli,carbapenems
Austria,,%R,2014,Escherichia coli,carbapenems
Denmark,,%R,2014,Escherichia coli,carbapenems
France,,%R,2014,Escherichia coli,carbapenems
Germany,0.1,%R,2014,Escherichia coli,carbapenems
Ireland,,%R,2014,Escherichia coli,carbapenems
Netherlands,0.0,%R,2014,Escherichia coli,carbapenems
Norway,0.0,%R,2014,Escherichia coli,carbapenems
Spain,0.1,%R,2014,Escherichia coli,carbapenems
Poland,0.2,%R,2014,Escherichia coli,carbapenems
Portugal,,%R,2014,Escherichia coli,carbapenems
Sweden,0.0,%R,2014,Escherichia coli,carbapenems
Italy,0.2,%R,2014,Escherichia coli,carbapenems
United Kingdom,0.1,%R,2014,Escherichia coli,carbapenems
Greece,1.2,%R,2014,Escherichia coli,carbapenems
Belgium,2588.0,N,2015,Escherichia coli,carbapenems
Bulgaria,182.0,N,2015,Escherichia coli,carbapenems
Croatia,1046.0,N,2015,Escherichia coli,carbapenems
Cyprus,123.0,N,2015,Escherichia coli,carbapenems
Czech Republic,1471.0,N,2015,Escherichia coli,carbapenems
Estonia,219.0,N,2015,Escherichia coli,carbapenems
Finland,4425.0,N,2015,Escherichia coli,carbapenems
Hungary,1922.0,N,2015,Escherichia coli,carbapenems
Iceland,162.0,N,2015,Escherichia coli,carbapenems
Latvia,192.0,N,2015,Escherichia coli,carbapenems
Lithuania,579.0,N,2015,Escherichia coli,carbapenems
Luxembourg,347.0,N,2015,Escherichia coli,carbapenems
Malta,258.0,N,2015,Escherichia coli,carbapenems
Slovakia,830.0,N,2015,Escherichia coli,carbapenems
Slovenia,1326.0,N,2015,Escherichia coli,carbapenems
Austria,4760.0,N,2015,Escherichia coli,carbapenems
Denmark,4046.0,N,2015,Escherichia coli,carbapenems
France,10481.0,N,2015,Escherichia coli,carbapenems
Germany,8725.0,N,2015,Escherichia coli,carbapenems
Ireland,2615.0,N,2015,Escherichia coli,carbapenems
Netherlands,5375.0,N,2015,Escherichia coli,carbapenems
Norway,3297.0,N,2015,Escherichia coli,carbapenems
Spain,6399.0,N,2015,Escherichia coli,carbapenems
Poland,1499.0,N,2015,Escherichia coli,carbapenems
Portugal,5354.0,N,2015,Escherichia coli,carbapenems
Sweden,5307.0,N,2015,Escherichia coli,carbapenems
Italy,5592.0,N,2015,Escherichia coli,carbapenems
United Kingdom,5497.0,N,2015,Escherichia coli,carbapenems
Greece,1215.0,N,2015,Escherichia coli,carbapenems
Belgium,0.0,%R,2015,Escherichia coli,carbapenems
Bulgaria,0.0,%R,2015,Escherichia coli,carbapenems
Croatia,0.0,%R,2015,Escherichia coli,carbapenems
Cyprus,0.0,%R,2015,Escherichia coli,carbapenems
Czech Republic,0.0,%R,2015,Escherichia coli,carbapenems
Estonia,0.0,%R,2015,Escherichia coli,carbapenems
Finland,0.0,%R,2015,Escherichia coli,carbapenems
Hungary,0.0,%R,2015,Escherichia coli,carbapenems
Iceland,0.0,%R,2015,Escherichia coli,carbapenems
Latvia,0.0,%R,2015,Escherichia coli,carbapenems
Lithuania,0.0,%R,2015,Escherichia coli,carbapenems
Luxembourg,0.0,%R,2015,Escherichia coli,carbapenems
Malta,0.0,%R,2015,Escherichia coli,carbapenems
Slovakia,0.0,%R,2015,Escherichia coli,carbapenems
Slovenia,0.0,%R,2015,Escherichia coli,carbapenems
Austria,,%R,2015,Escherichia coli,carbapenems
Denmark,,%R,2015,Escherichia coli,carbapenems
France,,%R,2015,Escherichia coli,carbapenems
Germany,,%R,2015,Escherichia coli,carbapenems
Ireland,,%R,2015,Escherichia coli,carbapenems
Netherlands,,%R,2015,Escherichia coli,carbapenems
Norway,,%R,2015,Escherichia coli,carbapenems
Spain,,%R,2015,Escherichia coli,carbapenems
Poland,0.1,%R,2015,Escherichia coli,carbapenems
Portugal,0.1,%R,2015,Escherichia coli,carbapenems
Sweden,0.1,%R,2015,Escherichia coli,carbapenems
Italy,0.2,%R,2015,Escherichia coli,carbapenems
United Kingdom,0.3,%R,2015,Escherichia coli,carbapenems
Greece,1.2,%R,2015,Escherichia coli,carbapenems
Iceland,134.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,2835.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,4675.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,2285.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,5534.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,2993.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,3573.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,4179.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,2998.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,5655.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,454.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,5577.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,301.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,334.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,2282.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,5651.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,990.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,1382.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,885.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,2809.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,216.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,2151.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,1168.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,176.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,152.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1368.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,219.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,2667.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,692.0,N,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,1.5,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,1.9,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,1.8,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,2.6,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,1.8,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,3.1,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,2.3,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,3.2,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,2.0,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,3.3,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,1.3,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,4.2,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,1.7,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,2.7,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,3.6,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,5.8,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,6.1,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,10.6,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,2.7,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,4.3,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,7.4,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,9.2,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,5.0,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,14.8,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,6.6,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,10.7,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,16.0,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,14.3,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,13.4,%R,2012,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,116.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,2971.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,4722.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,2377.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,7094.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,3457.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,4258.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,5282.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,3138.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,10068.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,428.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,6535.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Estonia,335.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Luxembourg,283.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Ireland,2477.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Spain,5921.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Poland,978.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Hungary,1418.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Croatia,1003.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Czech Republic,2953.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Malta,248.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Portugal,2676.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovenia,1224.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Cyprus,162.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Latvia,132.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Greece,1234.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Bulgaria,187.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Italy,3724.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Slovakia,806.0,N,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Iceland,0.9,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Norway,2.5,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Netherlands,1.9,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Denmark,2.2,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Sweden,2.0,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Finland,3.2,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Austria,3.1,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Germany,2.7,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Belgium,2.7,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
France,3.2,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
Lithuania,1.9,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
United Kingdom,4.4,%R,2013,Escherichia coli,"fluoroquinolones, third-generation cephalosporins and aminoglycosides"
